0.0,0.0,0.0,0.0,0,3,0,1,0.0,0.0,0.0,0.0,0,1
,,,,o n d o,온도,n ɛ b ɑ ŋ,내방,,,,,,
,,,,s o ɾ i,소리,,,,,,,,
,,,,o n ɯ l,오늘,,,,,,,s ɑ m s i p t* o,삼십도
